candidate_id,gender,ethnicity,age,degree,field_of_study,university,gpa,years_experience,num_skills,skills,job_title_applied,prev_companies,resume_text,shortlisted
CAND-0288,Male,White,50,Master,Other,Birmingham University,3.13,11,8,Git|Agile|TensorFlow|NLP|C++|Communication|SQL|JavaScript,Software Engineer,3,"Experienced professional with 11 years of experience. Holds a Master in Other. Key skills include: Git, Agile, TensorFlow, NLP, C++, Communication, SQL, JavaScript. Proven track record of delivering results in dynamic environments.",1
CAND-0289,Male,White,45,Master,Economics,University of Leeds,3.77,11,12,Leadership|R|SQL|Problem Solving|C++|AWS|Project Management|JavaScript|React|Data Analysis|Excel|Deep Learning,ML Engineer,3,"Experienced professional with 11 years of experience. Holds a Master in Economics. Key skills include: Leadership, R, SQL, Problem Solving, C++, AWS, Project Management, JavaScript, React, Data Analysis, Excel, Deep Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0290,Female,White,55,Master,Computer Science,University of Leeds,2.36,1,6,Machine Learning|React|Project Management|Kubernetes|Java|Statistics,Business Analyst,3,"Experienced professional with 1 years of experience. Holds a Master in Computer Science. Key skills include: Machine Learning, React, Project Management, Kubernetes, Java, Statistics. Proven track record of delivering results in dynamic environments.",0
CAND-0291,Female,White,38,Bachelor,Engineering,Manchester University,2.03,6,10,SQL|Agile|Deep Learning|Java|Tableau|C++|Docker|Team Collaboration|Problem Solving|TensorFlow,Product Manager,0,"Experienced professional with 6 years of experience. Holds a Bachelor in Engineering. Key skills include: SQL, Agile, Deep Learning, Java, Tableau, C++, Docker, Team Collaboration, Problem Solving, TensorFlow. Proven track record of delivering results in dynamic environments.",1
CAND-0292,Female,Black,26,Diploma,Data Science,Manchester University,3.45,12,6,Project Management|JavaScript|Problem Solving|Leadership|Statistics|Communication,Product Manager,5,"Experienced professional with 12 years of experience. Holds a Diploma in Data Science. Key skills include: Project Management, JavaScript, Problem Solving, Leadership, Statistics, Communication. Proven track record of delivering results in dynamic environments.",1
CAND-0293,Female,Black,44,Master,Economics,Manchester University,2.33,5,11,AWS|JavaScript|R|Problem Solving|Communication|C++|Agile|Tableau|Team Collaboration|Git|Docker,ML Engineer,3,"Experienced professional with 5 years of experience. Holds a Master in Economics. Key skills include: AWS, JavaScript, R, Problem Solving, Communication, C++, Agile, Tableau, Team Collaboration, Git, Docker. Proven track record of delivering results in dynamic environments.",1
CAND-0294,Female,White,42,Master,Engineering,Cardiff University,3.53,8,8,Agile|Kubernetes|AWS|Python|Java|Excel|Problem Solving|JavaScript,Software Engineer,2,"Experienced professional with 8 years of experience. Holds a Master in Engineering. Key skills include: Agile, Kubernetes, AWS, Python, Java, Excel, Problem Solving, JavaScript. Proven track record of delivering results in dynamic environments.",1
CAND-0295,Male,Other,35,Diploma,Computer Science,Sheffield University,3.84,4,4,Java|Agile|Tableau|Data Analysis,Software Engineer,2,"Experienced professional with 4 years of experience. Holds a Diploma in Computer Science. Key skills include: Java, Agile, Tableau, Data Analysis. Proven track record of delivering results in dynamic environments.",1
CAND-0296,Male,Asian,36,Bachelor,Mathematics,Manchester University,3.14,6,4,Git|R|React|Communication,Data Analyst,5,"Experienced professional with 6 years of experience. Holds a Bachelor in Mathematics. Key skills include: Git, R, React, Communication. Proven track record of delivering results in dynamic environments.",1
CAND-0297,Female,Black,28,Master,Mathematics,University of London,3.46,12,4,Kubernetes|Java|R|Tableau,Data Analyst,3,"Experienced professional with 12 years of experience. Holds a Master in Mathematics. Key skills include: Kubernetes, Java, R, Tableau. Proven track record of delivering results in dynamic environments.",1
CAND-0298,Female,White,36,Master,Computer Science,Cardiff University,2.11,1,8,C++|Statistics|Data Analysis|R|JavaScript|Leadership|Team Collaboration|Java,Business Analyst,5,"Experienced professional with 1 years of experience. Holds a Master in Computer Science. Key skills include: C++, Statistics, Data Analysis, R, JavaScript, Leadership, Team Collaboration, Java. Proven track record of delivering results in dynamic environments.",0
CAND-0299,Non-binary,Other,54,Bachelor,Economics,Sheffield University,3.57,4,5,R|SQL|React|Statistics|Git,Data Scientist,4,"Experienced professional with 4 years of experience. Holds a Bachelor in Economics. Key skills include: R, SQL, React, Statistics, Git. Proven track record of delivering results in dynamic environments.",1
CAND-0300,Male,White,54,Bachelor,Business Administration,University of Leeds,2.96,6,10,AWS|Deep Learning|Statistics|Project Management|C++|NLP|JavaScript|Leadership|Git|SQL,ML Engineer,3,"Experienced professional with 6 years of experience. Holds a Bachelor in Business Administration. Key skills include: AWS, Deep Learning, Statistics, Project Management, C++, NLP, JavaScript, Leadership, Git, SQL. Proven track record of delivering results in dynamic environments.",1
CAND-0301,Male,Hispanic,27,Bachelor,Economics,Cardiff University,2.73,6,8,Tableau|NLP|Deep Learning|Python|Excel|Communication|Kubernetes|Agile,Product Manager,1,"Experienced professional with 6 years of experience. Holds a Bachelor in Economics. Key skills include: Tableau, NLP, Deep Learning, Python, Excel, Communication, Kubernetes, Agile. Proven track record of delivering results in dynamic environments.",1
CAND-0302,Male,Hispanic,36,Bachelor,Psychology,University of Leeds,3.52,2,4,Git|Java|Leadership|NLP,Software Engineer,2,"Experienced professional with 2 years of experience. Holds a Bachelor in Psychology. Key skills include: Git, Java, Leadership, NLP. Proven track record of delivering results in dynamic environments.",0
CAND-0303,Male,Asian,29,Bachelor,Other,University of London,2.66,6,6,C++|JavaScript|TensorFlow|Kubernetes|React|NLP,Business Analyst,1,"Experienced professional with 6 years of experience. Holds a Bachelor in Other. Key skills include: C++, JavaScript, TensorFlow, Kubernetes, React, NLP. Proven track record of delivering results in dynamic environments.",1
CAND-0304,Female,Asian,46,Master,Computer Science,Sheffield University,2.34,9,6,Team Collaboration|NLP|TensorFlow|Java|Agile|Python,Data Scientist,3,"Experienced professional with 9 years of experience. Holds a Master in Computer Science. Key skills include: Team Collaboration, NLP, TensorFlow, Java, Agile, Python. Proven track record of delivering results in dynamic environments.",1
CAND-0305,Female,Asian,45,Diploma,Computer Science,Sheffield University,3.73,12,6,AWS|JavaScript|Team Collaboration|Machine Learning|R|React,Product Manager,4,"Experienced professional with 12 years of experience. Holds a Diploma in Computer Science. Key skills include: AWS, JavaScript, Team Collaboration, Machine Learning, R, React. Proven track record of delivering results in dynamic environments.",1
CAND-0306,Male,White,51,Master,Computer Science,University of London,2.49,9,8,React|AWS|Communication|Python|Tableau|Deep Learning|NLP|Excel,Software Engineer,4,"Experienced professional with 9 years of experience. Holds a Master in Computer Science. Key skills include: React, AWS, Communication, Python, Tableau, Deep Learning, NLP, Excel. Proven track record of delivering results in dynamic environments.",1
CAND-0307,Male,White,38,Diploma,Computer Science,Other Institution,3.9,7,5,R|AWS|Problem Solving|Data Analysis|SQL,Business Analyst,3,"Experienced professional with 7 years of experience. Holds a Diploma in Computer Science. Key skills include: R, AWS, Problem Solving, Data Analysis, SQL. Proven track record of delivering results in dynamic environments.",1
CAND-0308,Female,Asian,36,Bachelor,Business Administration,Cardiff University,3.94,10,10,C++|Data Analysis|Project Management|Deep Learning|Git|Statistics|Kubernetes|Team Collaboration|Problem Solving|Excel,Business Analyst,5,"Experienced professional with 10 years of experience. Holds a Bachelor in Business Administration. Key skills include: C++, Data Analysis, Project Management, Deep Learning, Git, Statistics, Kubernetes, Team Collaboration, Problem Solving, Excel. Proven track record of delivering results in dynamic environments.",1
CAND-0309,Female,Hispanic,49,None,Business Administration,University of Leeds,2.63,3,5,R|Data Analysis|Git|Python|Kubernetes,ML Engineer,3,"Experienced professional with 3 years of experience. Holds a None in Business Administration. Key skills include: R, Data Analysis, Git, Python, Kubernetes. Proven track record of delivering results in dynamic environments.",0
CAND-0310,Non-binary,White,39,Bachelor,Engineering,Manchester University,2.26,0,12,NLP|TensorFlow|Kubernetes|Statistics|Team Collaboration|Leadership|Deep Learning|Problem Solving|Python|Tableau|Java|React,Data Analyst,1,"Experienced professional with 0 years of experience. Holds a Bachelor in Engineering. Key skills include: NLP, TensorFlow, Kubernetes, Statistics, Team Collaboration, Leadership, Deep Learning, Problem Solving, Python, Tableau, Java, React. Proven track record of delivering results in dynamic environments.",0
CAND-0311,Female,Asian,45,Bachelor,Economics,Nottingham University,2.95,5,6,Leadership|Java|Docker|Python|TensorFlow|Team Collaboration,Software Engineer,5,"Experienced professional with 5 years of experience. Holds a Bachelor in Economics. Key skills include: Leadership, Java, Docker, Python, TensorFlow, Team Collaboration. Proven track record of delivering results in dynamic environments.",1
CAND-0312,Female,White,35,Bachelor,Other,Nottingham University,3.38,14,6,Docker|AWS|Java|NLP|Git|R,Data Analyst,4,"Experienced professional with 14 years of experience. Holds a Bachelor in Other. Key skills include: Docker, AWS, Java, NLP, Git, R. Proven track record of delivering results in dynamic environments.",1
CAND-0313,Female,Asian,55,Master,Computer Science,Other Institution,2.22,14,3,Leadership|JavaScript|C++,Data Analyst,5,"Experienced professional with 14 years of experience. Holds a Master in Computer Science. Key skills include: Leadership, JavaScript, C++. Proven track record of delivering results in dynamic environments.",1
CAND-0314,Male,White,25,Bachelor,Other,Cardiff University,3.77,9,10,Communication|Docker|Excel|NLP|Java|JavaScript|Data Analysis|Agile|C++|SQL,Business Analyst,4,"Experienced professional with 9 years of experience. Holds a Bachelor in Other. Key skills include: Communication, Docker, Excel, NLP, Java, JavaScript, Data Analysis, Agile, C++, SQL. Proven track record of delivering results in dynamic environments.",1
CAND-0315,Male,Black,30,Bachelor,Psychology,Nottingham University,2.05,14,12,Team Collaboration|Project Management|Agile|SQL|TensorFlow|R|Communication|Machine Learning|Problem Solving|C++|Tableau|Leadership,Business Analyst,2,"Experienced professional with 14 years of experience. Holds a Bachelor in Psychology. Key skills include: Team Collaboration, Project Management, Agile, SQL, TensorFlow, R, Communication, Machine Learning, Problem Solving, C++, Tableau, Leadership. Proven track record of delivering results in dynamic environments.",1
CAND-0316,Male,Asian,54,Master,Business Administration,Cardiff University,3.1,1,5,R|Statistics|Problem Solving|Data Analysis|Communication,Software Engineer,1,"Experienced professional with 1 years of experience. Holds a Master in Business Administration. Key skills include: R, Statistics, Problem Solving, Data Analysis, Communication. Proven track record of delivering results in dynamic environments.",1
CAND-0317,Female,White,41,Bachelor,Other,Sheffield University,3.25,3,5,Project Management|Python|NLP|Kubernetes|TensorFlow,Data Scientist,3,"Experienced professional with 3 years of experience. Holds a Bachelor in Other. Key skills include: Project Management, Python, NLP, Kubernetes, TensorFlow. Proven track record of delivering results in dynamic environments.",1
